04/03/2024 17:33:47,"TORRE ""07""","-9.678139, -35.723779",,FALSE,,Respostas ao formulário 1_Images/03-04-2024 17-33-47.FOTO-.062333.jpg
04/03/2024 17:34:13,7870,"-9.680208, -35.723088",,TRUE,Torre IX em operação,Respostas ao formulário 1_Images/03-04-2024 17-34-13.FOTO-.062343.jpg
04/03/2024 17:35:43,AMOSTRA,"-9.680447, -35.722788",,TRUE,Em serviço,Respostas ao formulário 1_Images/03-04-2024 17-35-43.FOTO-.062351.jpg
04/03/2024 17:36:38,ALMOXARIFADO,"-9.680162, -35.723047",,FALSE,,Respostas ao formulário 1_Images/03-04-2024 17-36-38.FOTO-.062359.jpg
04/03/2024 17:37:15,OFICINA ELÉTRICA,"-9.680125, -35.723174",,FALSE,,Respostas ao formulário 1_Images/03-04-2024 17-37-15.FOTO-.062407.jpg
04/03/2024 17:37:42,OFICINA MECÂNICA,"-9.680095, -35.723333",,FALSE,,Respostas ao formulário 1_Images/03-04-2024 17-37-42.FOTO-.062416.jpg
04/03/2024 17:38:14,PORTÃO GARAGEM,"-9.680047, -35.723409",,FALSE,,Respostas ao formulário 1_Images/03-04-2024 17-38-14.FOTO-.062427.jpg
04/03/2024 17:38:27,GARAGEM,"-9.680018, -35.723325",,TRUE,Em serviço,Respostas ao formulário 1_Images/03-04-2024 17-38-27.FOTO-.062436.jpg
04/03/2024 17:38:52,PORTÃO RAMPA,"-9.678399, -35.723726",,FALSE,,Respostas ao formulário 1_Images/03-04-2024 17-38-52.FOTO-.062445.jpg
04/03/2024 17:39:25,"PORTÃO DO MELAÇO ""08""","-9.678420, -35.724110",,FALSE,,Respostas ao formulário 1_Images/03-04-2024 17-39-25.FOTO-.062458.jpg
04/03/2024 17:40:57,"PORTÃO DO MELAÇO ""07""","-9.678544, -35.724026",,FALSE,,Respostas ao formulário 1_Images/03-04-2024 17-40-57.FOTO-.062510.jpg
04/03/2024 17:41:30,"PORTÃO DO MELAÇO ""06""","-9.679391, -35.724509",,FALSE,,Respostas ao formulário 1_Images/03-04-2024 17-41-30.FOTO-.062523.jpg
04/03/2024 17:41:50,"PORTÃO DO MELAÇO ""05""","-9.678100, -35.723812",,FALSE,,Respostas ao formulário 1_Images/03-04-2024 17-41-50.FOTO-.082439.jpg
04/03/2024 17:42:39,MELAÇO,"-9.679203, -35.724563",,FALSE,,Respostas ao formulário 1_Images/03-04-2024 17-42-39.FOTO-.082449.jpg
04/03/2024 17:43:03,FIM,"-9.679625, -35.724141",,,787,
04/03/2024 17:46:12,INICIO,"-9.679723, -35.724413",,,,
04/03/2024 17:47:30,1830,"-9.679745, -35.724394",,,,
04/03/2024 17:47:59,"PORTÃO DO MELAÇO ""08""","-9.678095, -35.723797",,FALSE,,
04/03/2024 17:52:45,"PORTÃO DO MELAÇO ""07""","-9.678091, -35.723798",,FALSE,,
04/03/2024 17:53:10,"PORTÃO DO MELAÇO ""06""","-9.678940, -35.724448",,FALSE,,
04/03/2024 17:53:21,"PORTÃO DO MELAÇO ""05""","-9.679004, -35.724422",,FALSE,,
04/03/2024 17:53:33,MELAÇO,"-9.679080, -35.724541",,FALSE,,
04/03/2024 17:54:04,PORTÃO RAMPA,"-9.678097, -35.723808",,FALSE,,
04/03/2024 17:56:08,GARAGEM,"-9.679939, -35.723474",,TRUE,Serviço,
04/03/2024 17:56:33,PORTÃO GARAGEM,"-9.680049, -35.723573",,FALSE,,
04/03/2024 17:56:48,OFICINA MECÂNICA,"-9.680037, -35.723390",,FALSE,,
04/03/2024 17:57:00,OFICINA ELÉTRICA,"-9.680104, -35.723280",,FALSE,,
